         132356 function calls (120601 primitive calls) in 0.384 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\grouper.py:676(ngroups)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_title.py:384(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\sorting.py:687(compress_group_index)
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:4159(xs)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:7031(drop)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\groupby.py:1578(_wrap_aggregated_output)
      214    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1590(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_shape.py:1048(__init__)
       67    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\_config\config.py:635(_get_root)
      158    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1993(dtype)
       38    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:2811(ensure_block_shape)
       74    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:2795(extend_blocks)
       39    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1375(_is_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_annotation.py:1549(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\grouper.py:744(_group_index)
      109    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\base.py:84(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:586(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimes.py:325(_from_sequence)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:124(maybe_convert_platform)
      148    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:2004(internal_values)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\ternary\_aaxis.py:1516(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\strings\accessor.py:207(_validate)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\polar\_radialaxis.py:2019(__init__)
       96    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:586(_get_axis)
       27    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:2431(_get_child_props)
      593    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:583(copy_func)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1696(_get_list_axis)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:5455(append)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\ternary\_caxis.py:1516(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\ternary\_baxis.py:1516(__init__)
       34    0.000    0.000    0.000    0.000 C:\Python311\Lib\warnings.py:182(_add_filter)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\reshape\concat.py:707(_get_comb_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\api.py:72(get_objs_combined_axis)
       38    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:75(_make_hyphen_key)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\_colorbar.py:1777(__init__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1192(_gcd_import)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\construction.py:481(<listcomp>)
       19    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:5170(_get_engine_target)
      182    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\flags.py:51(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\algorithms.py:280(_check_object_for_strings)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\xaxis\_title.py:144(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\reshape\concat.py:717(_get_concat_axis)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\yaxis\_title.py:144(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:274(make_block)
       37    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\ops\dispatch.py:17(should_extension_dispatch)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:1497(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\algorithms.py:1452(safe_sort)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:199(split)
      114    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_layout.py:59(_subplot_re_match)
       26    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\numeric.py:1330(normalize_axis_tuple)
      160    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:5491(_concat)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\barpolar\marker\_pattern.py:417(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\accessors.py:70(_get_values)
        8    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:2082(empty)
       41    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1850(from_blocks)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\bar\marker\_line.py:465(__init__)
       22    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:186(is_homogeneous_array)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:6162(get_indexer_for)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\api.py:120(_get_combined_index)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1379(_get_label)
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:2744(inferred_type)
       35    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\common.py:301(maybe_iterable_to_list)
       46    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\inference.py:195(is_array_like)
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1764(is_consolidated)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\numeric.py:2330(within_tol)
      585    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\histogram\marker\_pattern.py:417(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\bar\marker\_pattern.py:417(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\computation\expressions.py:246(where)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\datetimes.py:320(__new__)
      229    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1392(<genexpr>)
       28    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:1763(np_can_hold_element)
       76    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\utils.py:398(_rev)
      158    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\inference.py:300(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\construction.py:638(_extract_index)
       49    0.000    0.000    0.000    0.000 C:\Python311\Lib\warnings.py:467(__enter__)
       17    0.000    0.000    0.000    0.000 C:\Python311\Lib\warnings.py:166(simplefilter)
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1772(_consolidate_check)
      148    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:5598(<genexpr>)
       67    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\_layout.py:3650(template)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\surface\_colorbar.py:1777(__init__)
       36    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\computation\expressions.py:172(_where_standard)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:189(__next__)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:782(_maybe_mask_setitem_value)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexers\utils.py:187(validate_indices)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:6679(_maybe_cast_listlike_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\scatter\marker\_line.py:465(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\histogram2dcontour\_colorbar.py:1780(__init__)
      101    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:217(is_array)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\_colorbar.py:1778(__init__)
      389    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\_updatemenu.py:697(__init__)
       60    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\heatmapgl\_colorbar.py:1776(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\construction.py:487(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\reshape\concat.py:494(_clean_keys_and_objs)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:1870(_get_label_or_level_values)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\layout\coloraxis\_colorbar.py:1779(__init__)
       22    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:728(is_valid_na_for_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\heatmap\_colorbar.py:1777(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\scatter3d\line\_colorbar.py:1778(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\graph_objs\scatterternary\marker\_colorbar.py:1781(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:1519(construct_1d_arraylike_from_scalar)
